      Z	             log(age/yr) 	M_ini   M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	int_IMF	    stage
	0.019000	9.0000	0.09000000	0.0900	-3.3963	3.3589	5.1761	13.261	25.716	22.162	20.127	17.288	14.591	11.063	10.476	10.135	1.46765435	0
	0.019000	9.0000	0.10000000	0.1000	-3.2429	3.3808	5.1560	12.877	24.036	20.899	18.957	16.397	13.888	10.731	10.143	9.803	1.57040203	0
	0.019000	9.0000	0.11428600	0.1143	-3.0721	3.4032	5.1328	12.450	22.282	19.570	17.722	15.448	13.131	10.357	9.766	9.429	1.70052326	0
	0.019000	9.0000	0.12000000	0.1200	-3.0052	3.4117	5.1211	12.283	21.609	19.060	17.248	15.082	12.839	10.210	9.618	9.282	1.74782515	0
	0.019000	9.0000	0.14000000	0.1400	-2.8211	3.4332	5.0902	11.823	19.901	17.745	16.024	14.129	12.067	9.800	9.207	8.875	1.89584959	0
	0.019000	9.0000	0.14747633	0.1475	-2.7657	3.4388	5.0797	11.684	19.482	17.408	15.712	13.878	11.858	9.674	9.080	8.750	1.94500065	1
	0.019000	9.0000	0.16000000	0.1600	-2.6781	3.4476	5.0626	11.465	18.841	16.887	15.229	13.486	11.535	9.475	8.880	8.554	2.02115250	1
	0.019000	9.0000	0.20000000	0.2000	-2.4641	3.4663	5.0204	10.930	17.473	15.752	14.156	12.597	10.804	8.984	8.386	8.073	2.22178221	1
	0.019000	9.0000	0.25000000	0.2500	-2.2624	3.4827	4.9812	10.426	16.354	14.792	13.241	11.819	10.163	8.518	7.916	7.617	2.40809011	1
	0.019000	9.0000	0.30000001	0.3000	-2.1047	3.4948	4.9512	10.032	15.575	14.102	12.577	11.240	9.687	8.153	7.547	7.260	2.54750419	1
	0.019000	9.0000	0.31102046	0.3110	-2.0665	3.4969	4.9369	9.936	15.415	13.959	12.441	11.118	9.580	8.062	7.455	7.171	2.57362413	1
	0.019000	9.0000	0.34999999	0.3500	-1.9508	3.5046	4.9033	9.647	14.910	13.504	12.009	10.734	9.249	7.791	7.178	6.903	2.65552020	0
	0.019000	9.0000	0.38361055	0.3836	-1.8506	3.5127	4.8751	9.396	14.460	13.092	11.618	10.388	8.959	7.559	6.941	6.674	2.71519542	0
	0.019000	9.0000	0.40000001	0.4000	-1.8055	3.5164	4.8630	9.284	14.264	12.910	11.444	10.233	8.830	7.456	6.834	6.572	2.74133730	0
	0.019000	9.0000	0.44999999	0.4500	-1.6574	3.5283	4.8138	8.914	13.651	12.333	10.896	9.741	8.413	7.115	6.481	6.232	2.81098008	0
	0.019000	9.0000	0.50000000	0.5000	-1.5066	3.5417	4.7626	8.536	13.054	11.751	10.342	9.243	7.992	6.771	6.124	5.888	2.86847806	0
	0.019000	9.0000	0.51441121	0.5144	-1.4600	3.5469	4.7490	8.420	12.865	11.561	10.160	9.080	7.860	6.667	6.016	5.786	2.88323474	0
	0.019000	9.0000	0.55000001	0.5500	-1.3504	3.5590	4.7169	8.146	12.438	11.122	9.733	8.695	7.554	6.426	5.763	5.546	2.91663504	0
	0.019000	9.0000	0.60000002	0.6000	-1.1914	3.5811	4.6838	7.749	11.803	10.445	9.070	8.094	7.110	6.090	5.409	5.219	2.95739889	0
	0.019000	9.0000	0.63183665	0.6318	-1.0893	3.5975	4.6699	7.493	11.388	9.996	8.645	7.707	6.831	5.877	5.186	5.022	2.98026443	0
	0.019000	9.0000	0.64999998	0.6500	-1.0332	3.6066	4.6623	7.353	11.160	9.749	8.418	7.502	6.680	5.758	5.066	4.916	2.99236870	0
	0.019000	9.0000	0.65562963	0.6556	-1.0155	3.6096	4.6607	7.309	11.086	9.668	8.345	7.436	6.632	5.720	5.030	4.884	2.99598837	1
	0.019000	9.0000	0.69999999	0.7000	-0.8799	3.6342	4.6516	6.970	10.443	9.026	7.783	6.935	6.274	5.441	4.768	4.658	3.02253795	1
	0.019000	9.0000	0.70556408	0.7056	-0.8626	3.6377	4.6521	6.927	10.342	8.936	7.707	6.870	6.229	5.408	4.739	4.633	3.02563882	1
	0.019000	9.0000	0.75000000	0.7500	-0.7299	3.6648	4.6541	6.595	9.439	8.244	7.139	6.399	5.879	5.153	4.554	4.471	3.04879928	1
	0.019000	9.0000	0.76582056	0.7658	-0.6880	3.6711	4.6466	6.490	9.186	8.058	6.984	6.270	5.771	5.067	4.489	4.409	3.05641532	1
